slide,source_png,chapter,kind,title,subtitle,web_image
544,544_v1ch97_mine-too.png,97,content,Mine too,Chandrapal's Mule Account  ·  चन्द्रपालक म्यूल अकाउण्ट    —    card 2 of 2,assets/images/0544.png
545,545_v1ch98_title.png,98,title,Rāghav's Last Message,राघवक अंतिम संदेश    Rāghavak Antim Sandeś,assets/images/0545.png
546,546_v1ch98_message-that-wont-erase.png,98,content,The message that won't erase,Rāghav's Last Message  ·  राघवक अंतिम संदेश    —    card 1 of 2,assets/images/0546.png
547,547_v1ch98_hardest-word-is-i.png,98,content,"The hardest word is ""I""",Rāghav's Last Message  ·  राघवक अंतिम संदेश    —    card 2 of 2,assets/images/0547.png
548,548_v1ch99_title.png,99,title,Satyavrat Mehta's Testimony,सत्यव्रत मेहताक गवाही    Satyavrat Mehtāk Gavāhī,assets/images/0548.png
549,549_v1ch99_testimony-behind-the-oath.png,99,content,The testimony behind the oath,Satyavrat Mehta's Testimony  ·  सत्यव्रत मेहताक गवाही    —    card 1 of 2,assets/images/0549.png
550,550_v1ch99_caste-system-of-silence.png,99,content,The caste-system of silence,Satyavrat Mehta's Testimony  ·  सत्यव्रत मेहताक गवाही    —    card 2 of 2,assets/images/0550.png
551,551_v1ch100_title.png,100,title,"Elephant, Crocodile, and the Child's Hand","गज, ग्राह, आ बच्चाक हाथ    Gaja, Grāha, ā Baccāk Hāth",assets/images/0551.png
552,552_v1ch100_the-story-that-turns-its-face.png,100,content,The story that turns its face,"Elephant, Crocodile, and the Child's Hand  ·  गज, ग्राह, आ बच्चाक हाथ    —    card 1 of 4",assets/images/0552.png
553,553_v1ch100_crocodile-within-the-criminals.png,100,content,The crocodile within the criminals,"Elephant, Crocodile, and the Child's Hand  ·  गज, ग्राह, आ बच्चाक हाथ    —    card 2 of 4",assets/images/0553.png
554,554_v1ch100_hearing-is-liberation.png,100,content,Hearing is liberation,"Elephant, Crocodile, and the Child's Hand  ·  गज, ग्राह, आ बच्चाक हाथ    —    card 3 of 4",assets/images/0554.png
555,555_v1ch100_childs-hand-and-mongoose-watch.png,100,content,The child's hand and the mongoose's watch,"Elephant, Crocodile, and the Child's Hand  ·  गज, ग्राह, आ बच्चाक हाथ    —    card 4 of 4",assets/images/0555.png
556,556_v2ch101_title.png,101,title,The Nameless Planet's Dream-Invitation,अनाम ग्रहक स्वप्न-आमन्त्रण    Anām Grahak Svapna-āmantraṇ,assets/images/0556.png
557,557_v2ch101_the-deal-of-forgetting.png,101,content,The deal of forgetting,The Nameless Planet's Dream-Invitation  ·  अनाम ग्रहक स्वप्न-आमन्त्रण    —    card 1 of 1,assets/images/0557.png
558,558_v2ch102_title.png,102,title,Kabaddī Between the Planets in the Dream,स्वप्नमे ग्रहक बीच कबड्डी    Svapnamẽ Grahak Bīc Kabaḍḍī,assets/images/0558.png
559,559_v2ch102_breath-that-carries-the-name.png,102,content,The breath that carries the name,Kabaddī Between the Planets in the Dream  ·  स्वप्नमे ग्रहक बीच कबड्डी    —    card 1 of 1,assets/images/0559.png
560,560_v2ch103_title.png,103,title,The Name-Reading on the Dream's Nameless Planet,स्वप्नक अनाम ग्रहपर नाम-पाठ    Svapnak Anām Grahapar Nām-pāṭh,assets/images/0560.png
561,561_v2ch103_name-reads-number-into-human.png,103,content,The name reads the number into a human,The Name-Reading on the Dream's Nameless Planet  ·  स्वप्नक अनाम ग्रहपर नाम-पाठ    —    card 1 of 1,assets/images/0561.png
562,562_v2ch104_title.png,104,title,Awakening: Gaṛh Nārikel Chooses the Earth,जागरण: गढ़ नारिकेल पृथ्वी चुनैत अछि    Jāgaraṇ: Gaṛh Nārikel Pṛthvī Cunait Achi,assets/images/0562.png
563,563_v2ch104_garh-narikel-chooses-the-earth.png,104,content,Gaṛh Nārikel chooses the earth,Awakening: Gaṛh Nārikel Chooses the Earth  ·  जागरण: गढ़ नारिकेल पृथ्वी चुनैत अछि    —    card 1 of 1,assets/images/0563.png
564,564_v2ch105_title.png,105,title,Earth's First Watch,पृथ्वीक पहिल पहरा    Pṛthvīk Pahil Paharā,assets/images/0564.png
565,565_v2ch105_earth-as-responsibility.png,105,content,The earth as responsibility,Earth's First Watch  ·  पृथ्वीक पहिल पहरा    —    card 1 of 2,assets/images/0565.png
566,566_v2ch105_the-game-of-proof.png,105,content,The game of proof,Earth's First Watch  ·  पृथ्वीक पहिल पहरा    —    card 2 of 2,assets/images/0566.png
567,567_v2ch106_title.png,106,title,The Seed's Testimony,बीजक गवाही    Bījak Gavāhī,assets/images/0567.png
568,568_v2ch106_the-seed-keeps-the-village.png,106,content,The seed keeps the village,The Seed's Testimony  ·  बीजक गवाही    —    card 1 of 2,assets/images/0568.png
569,569_v2ch106_seeds-proof-is-its-relations.png,106,content,The seed's proof is its relations,The Seed's Testimony  ·  बीजक गवाही    —    card 2 of 2,assets/images/0569.png
570,570_v2ch107_title.png,107,title,The Theft of the Seed,बीजक चोरी    Bījak Corī,assets/images/0570.png
571,571_v2ch107_theft-that-folds-its-hands.png,107,content,Theft that folds its hands,The Theft of the Seed  ·  बीजक चोरी    —    card 1 of 2,assets/images/0571.png
572,572_v2ch107_the-clause-is-the-river.png,107,content,The clause is the river,The Theft of the Seed  ·  बीजक चोरी    —    card 2 of 2,assets/images/0572.png
573,573_v2ch108_title.png,108,title,The Mouth of the Soil,माटिक मुँह    Māṭik Mũh,assets/images/0573.png
574,574_v2ch108_the-soils-question.png,108,content,The soil's question,The Mouth of the Soil  ·  माटिक मुँह    —    card 1 of 2,assets/images/0574.png
575,575_v2ch108_the-five-soils.png,108,content,The five soils,The Mouth of the Soil  ·  माटिक मुँह    —    card 2 of 2,assets/images/0575.png
576,576_v2ch109_title.png,109,title,The Memory of Water,जलक स्मृति    Jalak Smṛti,assets/images/0576.png
577,577_v2ch109_water-keeps-the-last-touch.png,109,content,Water keeps the last touch,The Memory of Water  ·  जलक स्मृति    —    card 1 of 2,assets/images/0577.png
578,578_v2ch109_the-bottled-river.png,109,content,The bottled river,The Memory of Water  ·  जलक स्मृति    —    card 2 of 2,assets/images/0578.png
579,579_v2ch110_title.png,110,title,The Witness of Fire,आगिक साक्षी    Āgik Sākṣī,assets/images/0579.png
580,580_v2ch110_the-ash-gives-testimony.png,110,content,The ash gives testimony,The Witness of Fire  ·  आगिक साक्षी    —    card 1 of 2,assets/images/0580.png
581,581_v2ch110_the-half-burnt-names.png,110,content,The half-burnt names,The Witness of Fire  ·  आगिक साक्षी    —    card 2 of 2,assets/images/0581.png
582,582_v2ch111_title.png,111,title,The Question of the Air,वायुक प्रश्न    Vāyuk Praśna,assets/images/0582.png
583,583_v2ch111_air-carries-word-and-rumor.png,111,content,The air carries word and rumor,The Question of the Air  ·  वायुक प्रश्न    —    card 1 of 2,assets/images/0583.png
584,584_v2ch111_breath-as-moral-proof.png,111,content,Breath as moral proof,The Question of the Air  ·  वायुक प्रश्न    —    card 2 of 2,assets/images/0584.png
585,585_v2ch112_title.png,112,title,The Void of the Sky,आकाशक रिक्ति    Ākāśak Rikti,assets/images/0585.png
586,586_v2ch112_whole-sky-demands-an-answer.png,112,content,The whole sky demands an answer,The Void of the Sky  ·  आकाशक रिक्ति    —    card 1 of 2,assets/images/0586.png
587,587_v2ch112_the-empty-place-waits.png,112,content,The empty place waits,The Void of the Sky  ·  आकाशक रिक्ति    —    card 2 of 2,assets/images/0587.png
588,588_v2ch113_title.png,113,title,The Body of the Word,शब्दक देह    Śabdak Deha,assets/images/0588.png
589,589_v2ch113_a-word-needs-a-body.png,113,content,A word needs a body,The Body of the Word  ·  शब्दक देह    —    card 1 of 2,assets/images/0589.png
590,590_v2ch113_word-without-a-body-has-a-belly.png,113,content,The word without a body has a belly,The Body of the Word  ·  शब्दक देह    —    card 2 of 2,assets/images/0590.png
591,591_v2ch114_title.png,114,title,The Soul of the Meaning,अर्थक आत्मा    Arthak Ātmā,assets/images/0591.png
592,592_v2ch114_word-sold-as-a-slogan.png,114,content,The word sold as a slogan,The Soul of the Meaning  ·  अर्थक आत्मा    —    card 1 of 2,assets/images/0592.png
593,593_v2ch114_court-of-reinterpretation.png,114,content,The court of reinterpretation,The Soul of the Meaning  ·  अर्थक आत्मा    —    card 2 of 2,assets/images/0593.png
594,594_v2ch115_title.png,115,title,The Watch of the Throat,कण्ठक पहरा    Kaṇṭhak Paharā,assets/images/0594.png
595,595_v2ch115_voice-is-part-of-the-body.png,115,content,The voice is part of the body,The Watch of the Throat  ·  कण्ठक पहरा    —    card 1 of 2,assets/images/0595.png
596,596_v2ch115_the-ear-of-greed.png,115,content,The ear of greed,The Watch of the Throat  ·  कण्ठक पहरा    —    card 2 of 2,assets/images/0596.png
597,597_v2ch116_title.png,116,title,The Inheritance of Silence,मौनक उत्तराधिकार    Maunak Uttarādhikār,assets/images/0597.png
598,598_v2ch116_two-kinds-of-silence.png,116,content,Two kinds of silence,The Inheritance of Silence  ·  मौनक उत्तराधिकार    —    card 1 of 2,assets/images/0598.png
599,599_v2ch116_silence-cannot-be-stored.png,116,content,Silence cannot be stored,The Inheritance of Silence  ·  मौनक उत्तराधिकार    —    card 2 of 2,assets/images/0599.png
600,600_v2ch117_title.png,117,title,The Debt of Memory,स्मृतिक ऋण    Smṛtik R̥ṇ,assets/images/0600.png
601,601_v2ch117_a-heard-name-is-a-debt.png,117,content,A heard name is a debt,The Debt of Memory  ·  स्मृतिक ऋण    —    card 1 of 2,assets/images/0601.png
602,602_v2ch117_the-tanner-womans-blank.png,117,content,The tanner-woman's blank,The Debt of Memory  ·  स्मृतिक ऋण    —    card 2 of 2,assets/images/0602.png
603,603_v2ch118_title.png,118,title,The Right of the Body,देहक अधिकार    Dehak Adhikār,assets/images/0603.png
604,604_v2ch118_the-right-of-the-body.png,118,content,The right of the body,The Right of the Body  ·  देहक अधिकार    —    card 1 of 2,assets/images/0604.png
605,605_v2ch118_the-body-code.png,118,content,The body-code,The Right of the Body  ·  देहक अधिकार    —    card 2 of 2,assets/images/0605.png
606,606_v2ch119_title.png,119,title,The Body of Labor,श्रमक देह    Śramak Deha,assets/images/0606.png
607,607_v2ch119_master-fears-the-name.png,119,content,"Where the master fears the name, he writes a number",The Body of Labor  ·  श्रमक देह    —    card 1 of 2,assets/images/0607.png
608,608_v2ch119_memorial-without-labor.png,119,content,A memorial without labor is a second crime,The Body of Labor  ·  श्रमक देह    —    card 2 of 2,assets/images/0608.png
609,609_v2ch120_title.png,120,title,The Body of Justice,न्यायक देह    Nyāyak Deha,assets/images/0609.png
610,610_v2ch120_justice-must-have-a-body.png,120,content,Justice must have a body,The Body of Justice  ·  न्यायक देह    —    card 1 of 2,assets/images/0610.png
611,611_v2ch120_justice-can-weep.png,120,content,Justice can weep,The Body of Justice  ·  न्यायक देह    —    card 2 of 2,assets/images/0611.png
612,612_v2ch121_title.png,121,title,The Cage of Caste,जातिक पिंजरा    Jātik Piñjarā,assets/images/0612.png
613,613_v2ch121_the-cage-of-habit.png,121,content,The cage of habit,The Cage of Caste  ·  जातिक पिंजरा    —    card 1 of 2,assets/images/0613.png
614,614_v2ch121_caste-made-by-man-not-soil.png,121,content,"Caste is made by man, not soil",The Cage of Caste  ·  जातिक पिंजरा    —    card 2 of 2,assets/images/0614.png
615,615_v2ch122_title.png,122,title,Gaṅgeśa's Liberation,गंगेशक मुक्ति    Gaṅgeśak Mukti,assets/images/0615.png
616,616_v2ch122_liberation-is-the-right-to-ask.png,122,content,Liberation is the right to ask,Gaṅgeśa's Liberation  ·  गंगेशक मुक्ति    —    card 1 of 2,assets/images/0616.png
617,617_v2ch122_who-owns-language-of-proof.png,122,content,Who owns the language of proof,Gaṅgeśa's Liberation  ·  गंगेशक मुक्ति    —    card 2 of 2,assets/images/0617.png
618,618_v2ch123_title.png,123,title,The Leaf of the Tattvacintāmaṇi,तत्त्वचिन्तामणिक पात    Tattvacintāmaṇik Pāt,assets/images/0618.png
619,619_v2ch123_four-doors-of-proof.png,123,content,The four doors of proof,The Leaf of the Tattvacintāmaṇi  ·  तत्त्वचिन्तामणिक पात    —    card 1 of 2,assets/images/0619.png
620,620_v2ch123_the-infinite-leaf.png,123,content,The infinite leaf,The Leaf of the Tattvacintāmaṇi  ·  तत्त्वचिन्तामणिक पात    —    card 2 of 2,assets/images/0620.png
621,621_v2ch124_title.png,124,title,The Fire of Proof,प्रमाणक अग्नि    Pramāṇak Agni,assets/images/0621.png
622,622_v2ch124_garland-becomes-a-noose.png,124,content,The garland that becomes a noose,The Fire of Proof  ·  प्रमाणक अग्नि    —    card 1 of 2,assets/images/0622.png
623,623_v2ch124_proof-more-than-the-text.png,124,content,Proof is more than the text,The Fire of Proof  ·  प्रमाणक अग्नि    —    card 2 of 2,assets/images/0623.png
624,624_v2ch125_title.png,125,title,The Rice of Decision,निर्णयक धान    Nirṇayak Dhān,assets/images/0624.png
625,625_v2ch125_the-soil-grows-a-decision.png,125,content,The soil grows a decision,The Rice of Decision  ·  निर्णयक धान    —    card 1 of 2,assets/images/0625.png
626,626_v2ch125_co-proof.png,125,content,Co-proof,The Rice of Decision  ·  निर्णयक धान    —    card 2 of 2,assets/images/0626.png
627,627_v2ch126_title.png,126,title,The Justice of Grain,अन्नक न्याय    Annak Nyāy,assets/images/0627.png
628,628_v2ch126_charity-or-a-share.png,126,content,Charity or a share,The Justice of Grain  ·  अन्नक न्याय    —    card 1 of 2,assets/images/0628.png
629,629_v2ch126_no-purity-greater-than-hunger.png,126,content,No purity greater than hunger,The Justice of Grain  ·  अन्नक न्याय    —    card 2 of 2,assets/images/0629.png
630,630_v2ch127_title.png,127,title,The Name of Hunger,भूखक नाम    Bhūkhak Nām,assets/images/0630.png
631,631_v2ch127_naming-living-hunger.png,127,content,Naming living hunger,The Name of Hunger  ·  भूखक नाम    —    card 1 of 2,assets/images/0631.png
632,632_v2ch127_the-grain-of-right.png,127,content,The grain of right,The Name of Hunger  ·  भूखक नाम    —    card 2 of 2,assets/images/0632.png
633,633_v2ch128_title.png,128,title,The Name of Thirst,प्यासक नाम    Pyāsak Nām,assets/images/0633.png
634,634_v2ch128_water-has-a-caste.png,128,content,Water has a caste,The Name of Thirst  ·  प्यासक नाम    —    card 1 of 2,assets/images/0634.png
635,635_v2ch128_the-well-breathes.png,128,content,The well breathes,The Name of Thirst  ·  प्यासक नाम    —    card 2 of 2,assets/images/0635.png
636,636_v2ch129_title.png,129,title,The Oath of Salt,नूनक शपथ    Nūnak Śapath,assets/images/0636.png
637,637_v2ch129_one-taste-many-insults.png,129,content,"One taste, many insults",The Oath of Salt  ·  नूनक शपथ    —    card 1 of 2,assets/images/0637.png
638,638_v2ch129_salt-becomes-taste-of-oath.png,129,content,Salt becomes the taste of the oath,The Oath of Salt  ·  नूनक शपथ    —    card 2 of 2,assets/images/0638.png
639,639_v2ch130_title.png,130,title,The Justice of Taste,स्वादक न्याय    Svādak Nyāy,assets/images/0639.png
640,640_v2ch130_the-plate-as-record.png,130,content,The plate as record,The Justice of Taste  ·  स्वादक न्याय    —    card 1 of 2,assets/images/0640.png
641,641_v2ch130_the-justice-of-serving.png,130,content,The justice of serving,The Justice of Taste  ·  स्वादक न्याय    —    card 2 of 2,assets/images/0641.png
642,642_v2ch131_title.png,131,title,The Shared Plate,साझा थारी    Sājhā Thārī,assets/images/0642.png
643,643_v2ch131_touch-and-stay.png,131,content,Touch and stay,The Shared Plate  ·  साझा थारी    —    card 1 of 2,assets/images/0643.png
644,644_v2ch131_the-fear-that-must-be-named.png,131,content,The fear that must be named,The Shared Plate  ·  साझा थारी    —    card 2 of 2,assets/images/0644.png
645,645_v2ch132_title.png,132,title,The Republic of the Kitchen,रसोइक गणराज्य    Rasoik Gaṇarājya,assets/images/0645.png
646,646_v2ch132_shared-plate-not-shared-kitchen.png,132,content,A shared plate is not a shared kitchen,The Republic of the Kitchen  ·  रसोइक गणराज्य    —    card 1 of 2,assets/images/0646.png
647,647_v2ch132_whoever-scrubs-hand-is-pure.png,132,content,"Whoever scrubs, their hand is pure",The Republic of the Kitchen  ·  रसोइक गणराज्य    —    card 2 of 2,assets/images/0647.png
648,648_v2ch133_title.png,133,title,The Call of the Videha Drama Festival,विदेह नाट्य उत्सवक बुलाहट    Videha Nāṭya Utsavak Bulāhaṭ,assets/images/0648.png
649,649_v2ch133_give-the-chapters-breath.png,133,content,Give the chapters breath,The Call of the Videha Drama Festival  ·  विदेह नाट्य उत्सवक बुलाहट    —    card 1 of 2,assets/images/0649.png
650,650_v2ch133_dont-make-villain-a-clown.png,133,content,Don't make the villain a clown,The Call of the Videha Drama Festival  ·  विदेह नाट्य उत्सवक बुलाहट    —    card 2 of 2,assets/images/0650.png
651,651_v2ch134_title.png,134,title,The Play-Text of the Kabaddī Players,कबड्डी खेलनिहार सभक नाट्य-पाठ    Kabaḍḍī Khelanihār Sabhak Nāṭya-Pāṭh,assets/images/0651.png
652,652_v2ch134_not-audience-but-witness.png,134,content,"Not audience, but witness",The Play-Text of the Kabaddī Players  ·  कबड्डी खेलनिहार सभक नाट्य-पाठ    —    card 1 of 2,assets/images/0652.png
653,653_v2ch134_whoever-has-breath-left.png,134,content,"Whoever has breath left, their story is left",The Play-Text of the Kabaddī Players  ·  कबड्डी खेलनिहार सभक नाट्य-पाठ    —    card 2 of 2,assets/images/0653.png
654,654_v2ch135_title.png,135,title,The Staging of the Videha Drama Festival,विदेह नाट्य उत्सवक मंचन    Videha Nāṭya Utsavak Mañcan,assets/images/0654.png
655,655_v2ch135_memory-climbs-the-stage.png,135,content,"When memory climbs the stage, the calendar loses",The Staging of the Videha Drama Festival  ·  विदेह नाट्य उत्सवक मंचन    —    card 1 of 2,assets/images/0655.png
656,656_v2ch135_applause-must-be-stopped.png,135,appendix,Applause must be stopped,The Staging of the Videha Drama Festival  ·  विदेह नाट्य उत्सवक मंचन    —    card 2 of 2,assets/images/0656.png
657,657_v2ch136_title.png,136,title,The Silence After the Applause,तालीक बादक सन्नाटा    Tālīk Bādak Sannāṭā,assets/images/0657.png
658,658_v2ch136_silence-is-the-real-reward.png,136,content,The silence is the real reward,The Silence After the Applause  ·  तालीक बादक सन्नाटा    —    card 1 of 2,assets/images/0658.png
659,659_v2ch136_the-rivers-authorship.png,136,content,The river's authorship,The Silence After the Applause  ·  तालीक बादक सन्नाटा    —    card 2 of 2,assets/images/0659.png
660,660_v2ch137_title.png,137,title,The Testimony of the Spectator,दर्शकक गवाही    Darśakak Gavāhī,assets/images/0660.png
661,661_v2ch137_spectator-becomes-a-witness.png,137,content,When the spectator becomes a witness,The Testimony of the Spectator  ·  दर्शकक गवाही    —    card 1 of 2,assets/images/0661.png
662,662_v2ch137_not-a-role-but-your-own-name.png,137,content,"Not a role, but your own name",The Testimony of the Spectator  ·  दर्शकक गवाही    —    card 2 of 2,assets/images/0662.png
663,663_v2ch138_title.png,138,title,The Procession Beyond the Stage,मंचसँ बाहरक जुलूस    Mañcasã Bāharak Julūs,assets/images/0663.png
664,664_v2ch138_crowd-controlled-testimony-not.png,138,content,"A crowd can be controlled, testimony cannot",The Procession Beyond the Stage  ·  मंचसँ बाहरक जुलूस    —    card 1 of 2,assets/images/0664.png
665,665_v2ch138_much-printed-much-left-out.png,138,content,"As much as you print, that much is left out",The Procession Beyond the Stage  ·  मंचसँ बाहरक जुलूस    —    card 2 of 2,assets/images/0665.png
666,666_v2ch139_title.png,139,title,The Theatre of the Road,बाटक रंगमंच    Bāṭak Raṅgamañc,assets/images/0666.png
667,667_v2ch139_theatre-of-the-road.png,139,content,The theatre of the road,The Theatre of the Road  ·  बाटक रंगमंच    —    card 1 of 2,assets/images/0667.png
668,668_v2ch139_a-name-stopped-becomes-fire.png,139,content,A name stopped becomes fire,The Theatre of the Road  ·  बाटक रंगमंच    —    card 2 of 2,assets/images/0668.png
669,669_v2ch140_title.png,140,title,The Moving Assembly,चल चौपाल    Chal Chaupāl,assets/images/0669.png
670,670_v2ch140_the-moving-assembly.png,140,content,The moving assembly,The Moving Assembly  ·  चल चौपाल    —    card 1 of 1,assets/images/0670.png
671,671_v2ch141_title.png,141,title,The Verandah's Verdict,बरामदाक फैसला    Barāmadāk Phaisalā,assets/images/0671.png
672,672_v2ch141_a-date-is-a-piece-of-the-body.png,141,content,A date is a piece of the body,The Verandah's Verdict  ·  बरामदाक फैसला    —    card 1 of 2,assets/images/0672.png
673,673_v2ch141_verandah-is-unheard-ear.png,141,content,The verandah is the court's unheard ear,The Verandah's Verdict  ·  बरामदाक फैसला    —    card 2 of 2,assets/images/0673.png
674,674_v2ch142_title.png,142,title,The Dark of the Records-Room,रेकर्ड-घरक अन्हार    Rekarḍ-Gharak Anhār,assets/images/0674.png
675,675_v2ch142_time-that-stands-rots.png,142,content,"Time that stands, rots",The Dark of the Records-Room  ·  रेकर्ड-घरक अन्हार    —    card 1 of 2,assets/images/0675.png
676,676_v2ch142_a-file-someone-waits-is-alive.png,142,content,A file for which someone waits is alive,The Dark of the Records-Room  ·  रेकर्ड-घरक अन्हार    —    card 2 of 2,assets/images/0676.png
677,677_v2ch143_title.png,143,title,The Testimony of the Waste-Sack,रद्दी बोराक गवाही    Raddī Borāk Gavāhī,assets/images/0677.png
678,678_v2ch143_not-waste-but-insulted-paper.png,143,content,"Not waste, but insulted paper",The Testimony of the Waste-Sack  ·  रद्दी बोराक गवाही    —    card 1 of 2,assets/images/0678.png
679,679_v2ch143_a-warning-not-a-museum.png,143,content,"A warning, not a museum",The Testimony of the Waste-Sack  ·  रद्दी बोराक गवाही    —    card 2 of 2,assets/images/0679.png
680,680_v2ch144_title.png,144,title,The Journey of the Name,नामक यात्रा    Nāmak Yātrā,assets/images/0680.png
681,681_v2ch144_name-lives-on-the-threshold.png,144,content,The name lives on the threshold,The Journey of the Name  ·  नामक यात्रा    —    card 1 of 2,assets/images/0681.png
682,682_v2ch144_crocodile-eats-body-not-name.png,144,content,"The crocodile eats the body, not the name",The Journey of the Name  ·  नामक यात्रा    —    card 2 of 2,assets/images/0682.png
683,683_v2ch145_title.png,145,title,The First Crack in Fear,डरक पहिल दरार    Ḍarak Pahil Darār,assets/images/0683.png
684,684_v2ch145_the-first-crack-in-fear.png,145,content,The first crack in fear,The First Crack in Fear  ·  डरक पहिल दरार    —    card 1 of 2,assets/images/0684.png
685,685_v2ch145_silence-becomes-testimony.png,145,content,Silence becomes testimony,The First Crack in Fear  ·  डरक पहिल दरार    —    card 2 of 2,assets/images/0685.png
686,686_v2ch146_title.png,146,title,The Stain of the Seal,मुहरक दाग    Muharak Dāg,assets/images/0686.png
687,687_v2ch146_the-stain-is-on-the-hand.png,146,content,The stain is on the hand,The Stain of the Seal  ·  मुहरक दाग    —    card 1 of 2,assets/images/0687.png
688,688_v2ch146_show-the-humans-line-again.png,146,content,Show the human's line again,The Stain of the Seal  ·  मुहरक दाग    —    card 2 of 2,assets/images/0688.png
689,689_v2ch147_title.png,147,title,The Knock on Every Door,घर-घरक दस्तक    Ghar-Gharak Dastak,assets/images/0689.png
690,690_v2ch147_a-knock-not-an-order.png,147,content,"A knock, not an order",The Knock on Every Door  ·  घर-घरक दस्तक    —    card 1 of 2,assets/images/0690.png
691,691_v2ch147_closed-doors-are-also-an-answer.png,147,content,Closed doors are also an answer,The Knock on Every Door  ·  घर-घरक दस्तक    —    card 2 of 2,assets/images/0691.png
692,692_v2ch148_title.png,148,title,The Recognition of Adulteration,मिलावटक पहिचान    Milāvaṭak Pahicān,assets/images/0692.png
693,693_v2ch148_testing-protects-the-true.png,148,content,Testing protects the true,The Recognition of Adulteration  ·  मिलावटक पहिचान    —    card 1 of 2,assets/images/0693.png
694,694_v2ch148_the-scratch-that-marks-the-fake.png,148,content,The scratch that marks the fake,The Recognition of Adulteration  ·  मिलावटक पहिचान    —    card 2 of 2,assets/images/0694.png
695,695_v2ch149_title.png,149,title,The Map of the Web,जालक नक्शा    Jālak Nakśā,assets/images/0695.png
696,696_v2ch149_smoke-scratch-key-seal.png,149,content,"Smoke, scratch, key, seal",The Map of the Web  ·  जालक नक्शा    —    card 1 of 2,assets/images/0696.png
697,697_v2ch149_trembling-too-is-proof.png,149,content,Trembling too is proof,The Map of the Web  ·  जालक नक्शा    —    card 2 of 2,assets/images/0697.png
698,698_v2ch150_title.png,150,title,The Shadow of the Seal,मुहरक छाया    Muharak Chāyā,assets/images/0698.png
699,699_v2ch150_a-boundary-no-one-saw-drawn.png,150,content,A boundary no one saw drawn,The Shadow of the Seal  ·  मुहरक छाया    —    card 1 of 2,assets/images/0699.png
700,700_v2ch150_ill-make-seals-not-the-sin.png,150,content,"I'll make seals, not the sin of seals",The Shadow of the Seal  ·  मुहरक छाया    —    card 2 of 2,assets/images/0700.png
701,701_v2ch151_title.png,151,title,The Hand That Runs the Seal,मुहर चलौनिहार हाथ    Muhar Calaunihār Hāth,assets/images/0701.png
702,702_v2ch151_small-hands-one-large-harm.png,151,content,"Small hands, one large harm",The Hand That Runs the Seal  ·  मुहर चलौनिहार हाथ    —    card 1 of 2,assets/images/0702.png
703,703_v2ch151_instability-was-his-use.png,151,content,The instability was his use,The Hand That Runs the Seal  ·  मुहर चलौनिहार हाथ    —    card 2 of 2,assets/images/0703.png
704,704_v2ch152_title.png,152,title,The Source of the Order,आदेशक स्रोत    Ādeśak Srot,assets/images/0704.png
705,705_v2ch152_checking-the-soft-words.png,152,content,Checking the soft words,The Source of the Order  ·  आदेशक स्रोत    —    card 1 of 2,assets/images/0705.png
706,706_v2ch152_voluntary-under-coercion.png,152,content,"Voluntary, under coercion",The Source of the Order  ·  आदेशक स्रोत    —    card 2 of 2,assets/images/0706.png
707,707_v2ch153_title.png,153,title,The Name Behind the Symbol,संकेतक पाछाँ नाम    Saṅketak Pāchā̃ Nām,assets/images/0707.png
708,708_v2ch153_an-empty-peg-is-its-own-witness.png,153,content,An empty peg is its own witness,The Name Behind the Symbol  ·  संकेतक पाछाँ नाम    —    card 1 of 2,assets/images/0708.png
709,709_v2ch153_possibility-named-as-possibility.png,153,content,Possibility named as possibility,The Name Behind the Symbol  ·  संकेतक पाछाँ नाम    —    card 2 of 2,assets/images/0709.png
710,710_v2ch154_title.png,154,title,The Baba's Word,बाबाक वचन    Bābāk Vacan,assets/images/0710.png
711,711_v2ch154_kitchen-hears-more-than-court.png,154,content,The kitchen hears more than the court,The Baba's Word  ·  बाबाक वचन    —    card 1 of 2,assets/images/0711.png
712,712_v2ch154_charity-does-not-forgive-the-crime.png,154,content,Charity does not forgive the crime,The Baba's Word  ·  बाबाक वचन    —    card 2 of 2,assets/images/0712.png
713,713_v2ch155_title.png,155,title,The Ledger of Service,सेवाक खाता    Sevāk Khātā,assets/images/0713.png
714,714_v2ch155_aid-that-demands-silence-is-a-rope.png,155,content,Aid that demands silence is a rope,The Ledger of Service  ·  सेवाक खाता    —    card 1 of 2,assets/images/0714.png
715,715_v2ch155_the-silence-feast.png,155,content,The silence-feast,The Ledger of Service  ·  सेवाक खाता    —    card 2 of 2,assets/images/0715.png
716,716_v2ch156_title.png,156,title,The Debt of Charity,दानक ऋण    Dānak R̥ṇ,assets/images/0716.png
717,717_v2ch156_a-plate-on-sand.png,156,content,A plate on sand,The Debt of Charity  ·  दानक ऋण    —    card 1 of 2,assets/images/0717.png
718,718_v2ch156_the-reversed-debt.png,156,content,The reversed debt,The Debt of Charity  ·  दानक ऋण    —    card 2 of 2,assets/images/0718.png
719,719_v2ch157_title.png,157,title,The Iron Chest,लोहेक संदूक    Lohek Sandūk,assets/images/0719.png
720,720_v2ch157_consent-is-not-agreement.png,157,content,Consent is not the same as agreement,The Iron Chest  ·  लोहेक संदूक    —    card 1 of 2,assets/images/0720.png
721,721_v2ch157_an-unsigned-mark-of-power.png,157,content,An unsigned mark of power,The Iron Chest  ·  लोहेक संदूक    —    card 2 of 2,assets/images/0721.png
